숙소명,질문1,질문2,질문3,질문4,질문5
소노펠리체 델피노,"다양한 레저 시설을 즐기고 싶은데, 워터파크나 인피니티 풀이 있는 숙소가 있을까요?",속초 해수욕장이나 설악산 국립공원과 가까운 숙소를 찾고 있어요. 관광하기 좋은 위치의 숙소가 있을까요?,"가족과 함께 여행할 예정인데, 응급 상황에 대비할 수 있는 구급상자나 의무실이 있는 숙소가 있을까요?","실내에서 운동을 즐기고 싶어서, 골프 연습장이 있는 숙소가 있을까요?",버스터미널에서 멀지 않은 숙소를 찾고 있어요. 대중교통 이용이 편리한 숙소가 있을까요?
설악썬밸리,"해변을 좋아하는데, 숙소에서 전용 비치를 이용할 수 있는 곳이 있을까요?",설악선밸리리조트처럼 주요 관광지에 접근하기 좋은 위치의 숙소가 있을까요?,"사우나 시설이 잘 갖춰진 리조트를 찾고 있는데, 추천해주실 만한 곳이 있나요?","인터넷이 무료로 제공되는 숙소를 찾고 있는데, 어디가 좋을까요?",가족과 함께 편안한 휴가를 보내고 싶어요. 고성에서 럭셔리한 리조트를 추천받을 수 있을까요?
금강산콘도,부모님이 연세가 많으셔서 이용하기 편한 숙소를 찾고 있어요. 고령자나 장애인에게 적합한 숙소가 있을까요?,가족과 조용한 해변에서 시간을 보내고 싶어요. 해변에서 가까운 숙소가 있나요?,여행 중에도 업무를 봐야 해서 비즈니스 시설이 잘 갖추어진 숙소를 찾고 있어요. 추천해 주실 곳 있나요?,"아침 식사를 중요하게 생각하는데, 숙소에서 아침 식사를 제공하는 곳이 있을까요?",여행 중에 스파에서 피로를 풀고 싶어요. 풀서비스 스파가 있는 숙소가 있나요?
고성 아야진스테이,바다 전망이 좋고 조용한 분위기에서 쉴 수 있는 숙소가 있나요? 고령자도 편리하게 이용할 수 있으면 좋겠어요,아야진에서 프라이빗하게 머물 수 있는 바다 전망 숙소가 있을까요? 다이닝 공간이 있는 곳이면 더 좋겠어요,"장애인도 편리하게 이용할 수 있는, 푹신한 침구가 있는 바다 전망 숙소를 찾고 있어요. 추천해 주실 수 있나요?",바닷가와 가까워서 산책하기 좋은 숙소가 있을까요? 스파 시설도 있었으면 좋겠어요,가족과 함께 편안하게 쉴 수 있는 숙소를 찾고 있어요. 조용하고 프라이빗한 공간에 바다 전망이 있는 곳이면 좋겠습니다
이랜드파크 켄싱턴 리조트 설악밸리,응급 상황에 대비할 수 있도록 의무실이나 구급상자가 준비된 숙소가 있을까요?,"설악산 국립공원으로 여행을 가려는데, 근처에 머물기 좋은 숙소가 있을까요?","속초해변과 가까운 숙소를 찾고 있는데, 차로 이동했을 때 편리한 거리에 있는 곳이 있을까요?",체크인 시간이 유동적이라 24시간 운영되는 프런트 데스크가 있는 숙소가 필요해요. 그런 곳이 있을까요?,"렌트카로 여행하려고 하는데, 무료 셀프 주차가 가능한 숙소가 있을까요?"
이랜드파크 켄싱턴 리조트 설악비치,"가족 중 한 분이 휠체어를 사용하시는데, 엘리베이터가 있는 숙소를 찾고 있어요. 추천해 주실 곳이 있을까요?",동해 바다를 감상할 수 있는 곳에서 휴가를 보내고 싶어요. 바다가 바로 앞에 있는 숙소가 있을까요?,"응급 상황에 대비할 수 있는 구급상자나 의무실이 마련된 숙소를 찾고 있는데, 그런 곳이 있을까요?",설악산 근처에서 산과 바다 뷰를 동시에 즐길 수 있는 숙소를 찾고 있어요. 추천해 주실 만한 곳이 있을까요?,속초고속버스터미널에서 멀지 않은 곳에 위치한 숙소가 있을까요? 차로 20분 이내면 좋을 것 같아요
오션투유리조트,"여행 중에 업무를 봐야 해서 회의실이 있는 숙소를 찾고 있는데, 추천해주실 수 있나요?",차를 렌트할 계획인데 발렛 파킹 서비스를 제공하는 숙소가 있을까요?,"속초중앙시장에 가려고 하는데, 그 근처에 머물기 좋은 숙소가 있을까요?","가족 중에 인터넷을 자주 사용하는 사람이 있어서, 공용 구역에서 무료 Wi-Fi를 제공하는 숙소가 필요해요","여행 중에 편안한 휴식을 취하고 싶은데, 귀빈층이 있는 숙소를 찾고 있어요. 추천해주실 수 있나요?"
고성 롱비치275,"저희 부모님께서 연세가 많으셔서, 장애인 편의시설이 잘 갖춰진 숙소가 필요해요. 그런 곳이 있을까요?","휠체어를 이용하는 가족과 함께 여행할 예정인데, 객실이나 화장실에 장애인용 시설이 있는 숙소를 추천해 주실 수 있나요?","우리 아이가 청각장애가 있는데, 청각장애인을 위한 특별한 서비스가 제공되는 숙소가 있을까요?","어머니가 지팡이를 사용하셔서, 숙소 내부가 평탄하고 이동이 쉬운 곳이 어디 있는지 알고 싶어요","저희 가족 중에 시각장애인이 계신데, 점자 안내가 제공되거나 시각장애인을 위한 서비스가 있는 숙소를 찾고 있어요"
파인 리즈 리조트,"고령의 부모님과 함께 여행할 예정인데, 노약자를 위한 편의시설이 잘 갖춰진 숙소가 있을까요?",속초중앙시장 근처에 머무르면서 시장 구경도 할 수 있는 숙소가 있을까요?,"아바이마을을 방문할 계획인데, 그 근처에 위치한 숙소가 있나요?",속초고속버스터미널에서 이동하기 편리한 숙소를 찾고 있어요. 교통이 편리한 곳이 있을까요?,"차로 이동할 예정인데, 도로 접근성이 좋은 숙소를 추천해 주실 수 있나요?"
뉴동해관광호텔,"교통이 편리한 곳을 찾고 있는데, 버스터미널과 가까운 숙소가 있을까요?",다양한 관광지를 쉽게 방문할 수 있는 위치에 있는 숙소를 추천해 줄 수 있나요?,"휠체어로 이동할 수 있는 숙소를 찾고 있는데, 출입구에 계단이 없는 곳이 있을까요?",주변에 동굴이나 바위를 볼 수 있는 관광지가 가까운 숙소를 알고 싶어요,해변과 항구를 모두 둘러보기 좋은 위치에 있는 숙소가 있을까요?
동해현진관광호텔㈜,"시각장애가 있는 친구와 여행을 가려는데, 점자 안내판이 있는 숙소를 추천해줄 수 있을까요?","교통이 편리한 곳을 선호하는데, 버스터미널이나 기차역에서 가까운 숙소가 있을까요?","응급 상황에 대비할 수 있도록 구급상자나 의무실이 있는 숙소를 찾고 있어, 그런 곳이 있나요?",동해 주변 관광지를 쉽게 방문할 수 있는 숙소가 있을까요? 특히 묵호항이나 묵호등대와 가까운 곳이면 좋겠어요,세탁 서비스가 제공되는 숙소가 필요해요. 여행 중에 옷을 세탁할 수 있는 곳을 추천해줄 수 있을까요?
동해글로리아 관광호텔,"어머니께서 보행기에 의지하시는데, 엘리베이터가 있는 숙소를 찾고 있어요. 추천해주실 수 있나요?","고관절 수술을 하신 아버지랑 여행 가는데, 계단 없이 이동할 수 있는 숙소가 필요해요. 어디가 좋을까요?",휠체어 이용자도 쉽게 이동할 수 있는 시설이 있는 숙소를 찾고 있어요. 주변에 그런 곳이 있을까요?,"정동진 해변에서 산책하고 싶은데, 걸어서 갈 수 있는 숙소가 있을까요?",가벼운 하이킹 코스가 근처에 있는 숙소를 찾고 있어요. 어디가 좋을까요?
㈜동해보양온천 컨벤션호텔,"동해 해변 관광을 계획 중인데, 망상해수욕장과 가까운 숙소 추천해 줄 수 있어?","아침에 여유롭게 식사할 수 있는 숙소를 찾고 있는데, 조식을 제공하는 곳이 있을까?","차를 가져가는데, 무료 주차가 가능한 숙소가 어디 있을까?","여행 중 컴퓨터 작업이 필요해서, 컴퓨터 스테이션이 있는 숙소가 있을까?","늦게 도착할 예정인데, 24시간 프런트 데스크를 운영하는 숙소가 있을까요?"
망상해오름가족호텔,도보로 해수욕장에 쉽게 접근할 수 있는 숙소가 있을까요? 특히 망상해수욕장이 가까우면 좋겠어요,동해 지역의 주요 관광지를 차로 이동하기 편한 숙소가 있을까요? 묵호항이나 묵호등대 근처면 좋겠습니다,"대중교통을 이용할 계획인데, 기차역과 가까운 숙소가 있나요? 망상역 근처면 더욱 좋을 것 같아요","가족과 함께 여행할 예정인데, 가족 단위로 머물기 좋은 숙소가 있을까요?",주차가 가능한 숙소를 찾고 있어요. 관광지로 차로 이동할 예정이라 주차 공간이 있으면 좋겠어요
이스트하우스,"응급 상황에 대비해 구급상자가 준비된 숙소를 찾고 있는데, 그런 곳이 있을까요?",아침 식사를 제공하는 숙소가 있을까요? 현지식을 맛볼 수 있으면 좋겠어요,망상해수욕장과 가까운 숙소를 찾고 있습니다. 자동차로 5분 이내면 좋겠어요,동해 고래 화석 박물관과 가까운 숙소가 있을까요? 아이들이 좋아할 것 같아서요,"바다 전망이 좋고, 다양한 관광지가 가까운 숙소를 추천받을 수 있을까요?"
골든스타비치 펜션,해변에 쉽게 접근할 수 있으면서 휠체어 이용이 편리한 숙소가 있을까요?,"부모님과 함께 갈 건데, 어르신들이 이용하기 편한 동해 근처 숙소를 추천해 줄 수 있나요?",망상해수욕장에 걸어서 갈 수 있는 숙소 중에 장애인 편의시설이 잘 갖춰진 곳이 있을까요?,바다 가까이에 있으면서 엘리베이터가 있는 숙소를 찾고 있어요. 추천해 주실 수 있나요?,"시각장애가 있는 친구와 여행을 가는데, 망상해수욕장 근처에 안내견이 허용되는 숙소가 있을까요?"
동해 828 오션뷰 스파 펜션,"어머니께서 휠체어를 사용하시는데, 장애인 편의 시설이 잘 갖춰진 숙소가 있을까요?","바다를 보면서 스파를 즐기고 싶은데, 오션뷰 스파가 있는 숙소를 추천해 줄 수 있어?",아침 해변 산책을 즐기고 싶어. 해변 접근성이 좋은 숙소가 어디 있을까?,다양한 레크리에이션 활동을 즐길 수 있는 숙소를 찾고 있어. 추천해줄 만한 곳이 있을까?,컨시어지 서비스가 잘 되어 있는 숙소를 원해. 편리한 고객 지원을 받을 수 있는 곳이 있을까?
동해 어달오션펜션,"휠체어를 사용하는데, 객실까지 엘리베이터가 있는 숙소를 추천해 주실 수 있나요?","고령이신 부모님과 함께 가는데, 욕실에 안전바가 설치된 숙소를 찾고 있어요","시력이 좋지 않아서 점자 안내가 있는 숙소를 찾고 있는데, 이런 곳이 있을까요?","다리가 불편한 친구와 함께 갈 예정인데, 무장애 객실을 제공하는 숙소가 있을까요?","청각장애가 있는 가족과 함께 가려고 하는데, 시각 경보 시스템이 있는 숙소가 있는지 궁금합니다"
동해 선샤인,해변에서 시간을 많이 보내고 싶어요. 해변으로 바로 연결되는 통로가 있는 숙소가 있을까요?,"부모님이 연세가 있으셔서, 고령자도 편리하게 이용할 수 있는 숙소를 찾고 있어요. 추천해 주실 수 있나요?",여가 시간을 즐기기 위해 레크리에이션 시설이 잘 갖춰진 숙소를 찾고 있습니다. 어떤 곳이 좋을까요?,장애인 편의 시설이 잘 마련된 숙소가 있나요? 가족 중 한 분이 장애가 있으셔서요,해변을 쉽게 이용할 수 있는 숙소를 찾고 있어요. 해변과 바로 연결된 곳이 있으면 좋겠어요
아이체크호텔,"거동이 불편한 가족과 함께 여행하는데, 엘리베이터가 있고 출입구에 계단이 없는 숙소를 찾고 있어요. 추천해 줄 수 있나요?",주요 관광지에 쉽게 접근할 수 있는 숙소를 찾고 있어요. 동해 중심에 위치한 곳이 있을까요?,응급 상황에 대비해 구급상자나 의무실이 있는 숙소를 추천받을 수 있을까요?,시간 운영되는 비즈니스 센터와 프런트 데스크가 있는 숙소를 선호합니다. 그런 숙소가 있을까요?,"무료 주차가 가능한 숙소를 찾고 있는데, 동해 지역에 추천할 만한 곳이 있을까요?"
동해 안녕동해야,"해변에서 가까운 숙소를 찾고 있는데, 특히 도보로 쉽게 갈 수 있는 곳이면 좋겠어요",고령자도 편하게 머물 수 있는 숙소가 있나요? 장애인 접근성이 좋은 곳이면 더욱 좋겠습니다,"가족 여행으로 동해시 관광지를 둘러보려고 하는데, 묵호항수변공원이나 동해시청과 가까운 숙소가 있을까요?","해변을 여러 곳 방문할 계획인데, 대진해수욕장과 노봉해수욕장 둘 다 도보로 갈 수 있는 숙소가 있을까요?","운동을 즐기는데, 동해 웰빙레포츠타운과 가까운 숙소가 있으면 추천해 주세요"
동해 동해를그리다 펜션,"차로 이동할 계획인데, 무료 주차가 가능한 숙소가 있을까요?","동해 근처에 머물고 싶은데, 해변과 가까운 숙소 추천해줄 수 있어?","흡연이 가능한 숙소를 찾고 있는데, 지정 흡연 구역이 있는 곳이 있을까?","묵호항과 가까운 숙소를 찾고 있는데, 차로 5분 이내에 접근할 수 있는 곳이 있을까요?",장애인 이용이 편리한 숙소를 찾고 있습니다. 그런 숙소가 있을까요?
동해 스테이하몽,해변에 바로 접근할 수 있는 숙소를 찾고 있어요. 스파 시설도 함께 이용할 수 있는 곳이 있을까요?,주요 관광지와 가까운 숙소를 원해요. 특히 묵호항수변공원이나 동해시청 근처면 좋겠어요,차로 이동하기 편한 숙소가 있을까요? 노봉해수욕장과 망상해수욕장에 쉽게 갈 수 있으면 좋겠어요,자연 속에서 힐링할 수 있는 숙소를 찾고 있어요. 스파 센터가 있는 곳이면 더욱 좋겠어요,"고령자와 함께 여행할 예정인데, 장애인도 편리하게 이용할 수 있는 숙소가 있을까요?"
